"type","string","response","subj","exposures","coherence","trial"
"cross","car and wug",2,"s0723",392,"2/3",11
"withheld","chuv and thite",4,"s0723",392,"2/3",12
"position","dog and lup",4,"s0723",392,"2/3",13
"catch","press4",4,"s0723",392,"2/3",14
"familiar","dog and jiv",5,"s0723",392,"2/3",15
"familiar","lup and thite",4,"s0723",392,"2/3",16
"catch","press5",5,"s0723",392,"2/3",17
"familiar","hamster and pif",2,"s0723",392,"2/3",18
"familiar","pawmo and pif",2,"s0724",196,"rime",1
"cross","tetchee and jeev",3,"s0724",196,"rime",2
"familiar","marfo and dex",2,"s0724",196,"rime",3
"position","wug and pif",2,"s0724",196,"rime",4
"withheld","marfo and thite",1,"s0724",196,"rime",5
"catch","press4",4,"s0724",196,"rime",6
"position","moke and thite",1,"s0724",196,"rime",7
"withheld","kaisee and pif",3,"s0724",196,"rime",8
"position","calo and marfo",2,"s0724",196,"rime",9
"catch","press5",5,"s0724",196,"rime",10
"familiar","calo and moke",2,"s0724",196,"rime",11
"position","zaygee and kaisee",1,"s0724",196,"rime",12
"cross","pawmo and dex",3,"s0724",196,"rime",13
"familiar","zaygee and wug",3,"s0724",196,"rime",14
"withheld","pawmo and jeev",2,"s0724",196,"rime",15
"cross","kaisee and thite",2,"s0724",196,"rime",16
"withheld","tetchee and dex",4,"s0724",196,"rime",17
"cross","marfo and pif",3,"s0724",196,"rime",18
"position","rull and ruck",5,"s0725",392,"onset",1
"withheld","zabe and wug",5,"s0725",392,"onset",2
"cross","rudge and jiv",5,"s0725",392,"onset",3
"catch","press5",1,"s0725",392,"onset",4
"cross","zerm and moke",5,"s0725",392,"onset",5
"position","zof and zabe",5,"s0725",392,"onset",6
"position","dex and wug",3,"s0725",392,"onset",7
"familiar","rudge and wug",5,"s0725",392,"onset",8
"catch","press4",1,"s0725",392,"onset",9
"withheld","ruck and thite",5,"s0725",392,"onset",10
"familiar","rull and pif",5,"s0725",392,"onset",11
"cross","zabe and thite",5,"s0725",392,"onset",12
"withheld","rudge and moke",5,"s0725",392,"onset",13
"familiar","ruck and jiv",5,"s0725",392,"onset",14
"familiar","zof and dex",5,"s0725",392,"onset",15
"position","pif and thite",5,"s0725",392,"onset",16
"withheld","zerm and jiv",5,"s0725",392,"onset",17
"cross","ruck and wug",5,"s0725",392,"onset",18
"withheld","truck and dex",5,"s0726",392,"2/3",1
"withheld","car and thite",2,"s0726",392,"2/3",2
"familiar","chuv and moke",5,"s0726",392,"2/3",3
"position","pif and wug",5,"s0726",392,"2/3",4
"position","moke and dex",1,"s0726",392,"2/3",5
"position","hamster and dog",5,"s0726",392,"2/3",6
"catch","press4",4,"s0726",392,"2/3",7
"familiar","hamster and pif",5,"s0726",392,"2/3",8
"withheld","dog and wug",1,"s0726",392,"2/3",9
"catch","press5",5,"s0726",392,"2/3",10
"withheld","bim and jiv",1,"s0726",392,"2/3",11
"cross","car and jiv",1,"s0726",392,"2/3",12
"cross","bim and thite",1,"s0726",392,"2/3",13
"cross","dog and dex",1,"s0726",392,"2/3",14
"cross","truck and wug",3,"s0726",392,"2/3",15
"familiar","bim and dex",1,"s0726",392,"2/3",16
"familiar","dog and thite",4,"s0726",392,"2/3",17
"position","chuv and truck",3,"s0726",392,"2/3",18
"withheld","skeege and dex",2,"s0727",56,"syllables",1
"familiar","fengle and thite",3,"s0727",56,"syllables",2
"familiar","kaisey and dex",3,"s0727",56,"syllables",3
"familiar","jic and jeev",4,"s0727",56,"syllables",4
"cross","coomo and dex",2,"s0727",56,"syllables",5
"cross","gope and moke",2,"s0727",56,"syllables",6
"position","fengle and coomo",2,"s0727",56,"syllables",7
"withheld","gope and wug",4,"s0727",56,"syllables",8
"withheld","coomo and pif",4,"s0727",56,"syllables",9
"withheld","kaisey and moke",4,"s0727",56,"syllables",10
"position","jic and skeege",3,"s0727",56,"syllables",11
"position","thite and pif",3,"s0727",56,"syllables",12
"familiar","coomo and wug",2,"s0727",56,"syllables",13
"cross","skeege and pif",4,"s0727",56,"syllables",14
"catch","press5",5,"s0727",56,"syllables",15
"position","jeev and dex",3,"s0727",56,"syllables",16
"cross","kaisey and wug",3,"s0727",56,"syllables",17
"catch","press4",4,"s0727",56,"syllables",18
"position","tetchee and kaisee",1,"s0728",56,"rime",1
"familiar","calo and moke",4,"s0728",56,"rime",2
"familiar","marfo and wug",5,"s0728",56,"rime",3
"withheld","calo and pif",5,"s0728",56,"rime",4
"position","dex and wug",4,"s0728",56,"rime",5
"withheld","marfo and thite",2,"s0728",56,"rime",6
"catch","press5",5,"s0728",56,"rime",7
"catch","press4",4,"s0728",56,"rime",8
"cross","calo and wug",5,"s0728",56,"rime",9
"familiar","tetchee and dex",4,"s0728",56,"rime",10
"cross","marfo and moke",5,"s0728",56,"rime",11
"cross","zaygee and thite",4,"s0728",56,"rime",12
"position","jeev and pif",2,"s0728",56,"rime",13
"withheld","kaisee and wug",4,"s0728",56,"rime",14
"withheld","zaygee and moke",5,"s0728",56,"rime",15
"familiar","pawmo and jeev",4,"s0728",56,"rime",16
"cross","kaisee and pif",2,"s0728",56,"rime",17
"position","pawmo and calo",1,"s0728",56,"rime",18
"withheld","bus and moke",4,"s0729",56,"2/3",1
"position","jiv and pif",5,"s0729",56,"2/3",2
"cross","hamster and dex",3,"s0729",56,"2/3",3
"cross","bus and pif",2,"s0729",56,"2/3",4
"cross","bim and moke",2,"s0729",56,"2/3",5
"position","thite and moke",1,"s0729",56,"2/3",6
"catch","press5",5,"s0729",56,"2/3",7
"cross","car and wug",2,"s0729",56,"2/3",8
"position","cat and bim",5,"s0729",56,"2/3",9
"familiar","hamster and moke",2,"s0729",56,"2/3",10
"withheld","bim and pif",3,"s0729",56,"2/3",11
"withheld","car and dex",4,"s0729",56,"2/3",12
"withheld","hamster and wug",4,"s0729",56,"2/3",13
"position","chuv and bus",3,"s0729",56,"2/3",14
"familiar","bim and dex",4,"s0729",56,"2/3",15
"familiar","cat and jiv",5,"s0729",56,"2/3",16
"catch","press4",4,"s0729",56,"2/3",17
"familiar","chuv and thite",4,"s0729",56,"2/3",18
"familiar","bus and jiv",5,"s0730",196,"3/3",1
"cross","dog and dex",1,"s0730",196,"3/3",2
"withheld","cat and moke",5,"s0730",196,"3/3",3
"cross","car and wug",5,"s0730",196,"3/3",4
"withheld","truck and pif",5,"s0730",196,"3/3",5
"withheld","dog and wug",5,"s0730",196,"3/3",6
"withheld","car and dex",5,"s0730",196,"3/3",7
"familiar","hamster and thite",1,"s0730",196,"3/3",8
"familiar","cat and dex",1,"s0730",196,"3/3",9
"position","bus and car",1,"s0730",196,"3/3",10
"cross","cat and pif",5,"s0730",196,"3/3",11
"position","thite and wug",5,"s0730",196,"3/3",12
"cross","truck and moke",5,"s0730",196,"3/3",13
"familiar","dog and pif",5,"s0730",196,"3/3",14
"position","jiv and dex",1,"s0730",196,"3/3",15
"position","hamster and dog",1,"s0730",196,"3/3",16
"familiar","feeb and thite",5,"s0731",126,"0/3",1
"familiar","vap and pif",5,"s0731",126,"0/3",2
"cross","feeb and wug",4,"s0731",126,"0/3",3
"withheld","bim and jiv",3,"s0731",126,"0/3",4
"withheld","feeb and moke",5,"s0731",126,"0/3",5
"position","dex and jiv",3,"s0731",126,"0/3",6
"catch","press5",5,"s0731",126,"0/3",7
"cross","chuv and jiv",3,"s0731",126,"0/3",8
"withheld","zabe and wug",5,"s0731",126,"0/3",9
"familiar","lup and dex",5,"s0731",126,"0/3",10
"position","pif and thite",4,"s0731",126,"0/3",11
"familiar","bim and wug",5,"s0731",126,"0/3",12
"position","vap and chuv",4,"s0731",126,"0/3",13
"catch","press4",4,"s0731",126,"0/3",14
"cross","bim and thite",3,"s0731",126,"0/3",15
"cross","zabe and moke",5,"s0731",126,"0/3",16
"withheld","chuv and thite",5,"s0731",126,"0/3",17
"position","lup and bim",5,"s0731",126,"0/3",18
"familiar","hamster and dex",2,"s0732",126,"2/3",1
"cross","chuv and jiv",4,"s0732",126,"2/3",2
"cross","feeb and dex",4,"s0732",126,"2/3",3
"catch","press4",4,"s0732",126,"2/3",4
"withheld","feeb and pif",5,"s0732",126,"2/3",5
"cross","hamster and thite",2,"s0732",126,"2/3",6
"withheld","truck and dex",2,"s0732",126,"2/3",7
"withheld","chuv and thite",5,"s0732",126,"2/3",8
"position","car and truck",1,"s0732",126,"2/3",9
"position","wug and pif",5,"s0732",126,"2/3",10
"familiar","feeb and thite",2,"s0732",126,"2/3",11
"cross","truck and pif",1,"s0732",126,"2/3",12
"position","moke and dex",3,"s0732",126,"2/3",13
"position","dog and feeb",5,"s0732",126,"2/3",14
"familiar","car and moke",5,"s0732",126,"2/3",15
"familiar","dog and wug",5,"s0732",126,"2/3",16
"catch","press5",5,"s0732",126,"2/3",17
"withheld","hamster and jiv",4,"s0732",126,"2/3",18
"withheld","kaisey and thite",5,"s0733",126,"syllables",1
"catch","press5",5,"s0733",126,"syllables",2
"cross","kaisey and pif",5,"s0733",126,"syllables",3
"cross","gope and moke",2,"s0733",126,"syllables",4
"position","coomo and kaisey",2,"s0733",126,"syllables",5
"position","dex and pif",2,"s0733",126,"syllables",6
"position","wug and thite",1,"s0733",126,"syllables",7
"withheld","jic and pif",2,"s0733",126,"syllables",8
"familiar","kaisey and jeev",2,"s0733",126,"syllables",9
"position","skeege and jic",3,"s0733",126,"syllables",10
"cross","fengle and jeev",2,"s0733",126,"syllables",11
"cross","jic and thite",3,"s0733",126,"syllables",12
"familiar","coomo and wug",5,"s0733",126,"syllables",13
"withheld","fengle and moke",3,"s0733",126,"syllables",14
"withheld","gope and jeev",3,"s0733",126,"syllables",15
"familiar","fengle and pif",2,"s0733",126,"syllables",16
"familiar","skeege and dex",5,"s0733",126,"syllables",17
"catch","press4",4,"s0733",126,"syllables",18
"withheld","loach and jeev",5,"s0734",196,"0/3",1
"withheld","feeb and wug",4,"s0734",196,"0/3",2
"withheld","zayb and moke",1,"s0734",196,"0/3",3
"position","pif and wug",2,"s0734",196,"0/3",4
"familiar","chuhv and jeev",2,"s0734",196,"0/3",5
"cross","feeb and dex",4,"s0734",196,"0/3",6
"position","vaap and chuhv",3,"s0734",196,"0/3",7
"cross","zayb and jeev",4,"s0734",196,"0/3",8
"withheld","chuhv and dex",4,"s0734",196,"0/3",9
"cross","chuhv and wug",3,"s0734",196,"0/3",10
"catch","press4",4,"s0734",196,"0/3",11
"familiar","bem and pif",3,"s0734",196,"0/3",12
"familiar","zayb and wug",4,"s0734",196,"0/3",13
"cross","loach and moke",3,"s0734",196,"0/3",14
"position","bem and feeb",4,"s0734",196,"0/3",15
"familiar","vaap and thite",3,"s0734",196,"0/3",16
"catch","press5",5,"s0734",196,"0/3",17
"position","thite and dex",4,"s0734",196,"0/3",18
"cross","car tezz wug",4,"s0735",126,"nonce.connective",1
"cross","truck tezz jeev",4,"s0735",126,"nonce.connective",2
"familiar","cat tezz dex",5,"s0735",126,"nonce.connective",3
"familiar","hamster tezz pif",4,"s0735",126,"nonce.connective",4
"cross","cat tezz moke",5,"s0735",126,"nonce.connective",5
"withheld","dog tezz jeev",3,"s0735",126,"nonce.connective",6
"catch","press5",5,"s0735",126,"nonce.connective",7
"withheld","cat tezz wug",5,"s0735",126,"nonce.connective",8
"catch","press4",4,"s0735",126,"nonce.connective",9
"familiar","dog tezz moke",3,"s0735",126,"nonce.connective",10
"position","pif tezz jeev",1,"s0735",126,"nonce.connective",11
"cross","dog tezz dex",5,"s0735",126,"nonce.connective",12
"familiar","bus tezz thite",5,"s0735",126,"nonce.connective",13
"withheld","truck tezz dex",3,"s0735",126,"nonce.connective",14
"position","hamster tezz dog",1,"s0735",126,"nonce.connective",15
"position","bus tezz truck",1,"s0735",126,"nonce.connective",16
"position","thite tezz dex",1,"s0735",126,"nonce.connective",17
"withheld","car tezz moke",5,"s0735",126,"nonce.connective",18
"cross","zabe and dex",5,"s0736",126,"1/3",1
"withheld","feeb and wug",2,"s0736",126,"1/3",2
"familiar","bim and pif",5,"s0736",126,"1/3",3
"cross","hamster and jiv",3,"s0736",126,"1/3",4
"cross","feeb and thite",1,"s0736",126,"1/3",5
"withheld","zabe and jiv",4,"s0736",126,"1/3",6
"familiar","hamster and thite",1,"s0736",126,"1/3",7
"catch","press5",5,"s0736",126,"1/3",8
"cross","bus and wug",5,"s0736",126,"1/3",9
"familiar","chuv and moke",4,"s0736",126,"1/3",10
"catch","press4",4,"s0736",126,"1/3",11
"position","chuv and zabe",3,"s0736",126,"1/3",12
"position","moke and jiv",2,"s0736",126,"1/3",13
"withheld","hamster and dex",3,"s0736",126,"1/3",14
"withheld","bus and thite",1,"s0736",126,"1/3",15
"position","pif and dex",4,"s0736",126,"1/3",16
"position","bim and hamster",1,"s0736",126,"1/3",17
"familiar","feeb and jiv",1,"s0736",126,"1/3",18
"withheld","car tezz pif",5,"s0737",126,"nonce.connective",1
"position","wug tezz thite",5,"s0737",126,"nonce.connective",2
"catch","press4",4,"s0737",126,"nonce.connective",3
"withheld","cat tezz dex",4,"s0737",126,"nonce.connective",4
"cross","truck tezz moke",3,"s0737",126,"nonce.connective",5
"familiar","cat tezz thite",5,"s0737",126,"nonce.connective",6
"familiar","bus tezz wug",5,"s0737",126,"nonce.connective",7
"cross","car tezz dex",5,"s0737",126,"nonce.connective",8
"withheld","truck tezz thite",5,"s0737",126,"nonce.connective",9
"withheld","hamster tezz moke",3,"s0737",126,"nonce.connective",10
"familiar","dog tezz jeev",2,"s0737",126,"nonce.connective",11
"catch","press5",5,"s0737",126,"nonce.connective",12
"cross","hamster tezz thite",5,"s0737",126,"nonce.connective",13
"cross","cat tezz pif",1,"s0737",126,"nonce.connective",14
"position","dog tezz hamster",1,"s0737",126,"nonce.connective",15
"position","bus tezz truck",1,"s0737",126,"nonce.connective",16
"position","jeev tezz moke",1,"s0737",126,"nonce.connective",17
"familiar","hamster tezz pif",5,"s0737",126,"nonce.connective",18
"familiar","pawmo and moke",5,"s0738",56,"rime",1
"withheld","kaisee and jeev",4,"s0738",56,"rime",2
"withheld","pawmo and thite",4,"s0738",56,"rime",3
"familiar","calo and jeev",4,"s0738",56,"rime",4
"familiar","tetchee and dex",5,"s0738",56,"rime",5
"cross","zaygee and pif",5,"s0738",56,"rime",6
"cross","kaisee and thite",5,"s0738",56,"rime",7
"catch","press4",4,"s0738",56,"rime",8
"position","wug and thite",5,"s0738",56,"rime",9
"position","marfo and pawmo",4,"s0738",56,"rime",10
"withheld","zaygee and moke",3,"s0738",56,"rime",11
"withheld","calo and pif",4,"s0738",56,"rime",12
"position","dex and jeev",3,"s0738",56,"rime",13
"familiar","marfo and wug",4,"s0738",56,"rime",14
"catch","press5",5,"s0738",56,"rime",15
"position","tetchee and kaisee",2,"s0738",56,"rime",16
"cross","calo and moke",3,"s0738",56,"rime",17
"cross","pawmo and jeev",2,"s0738",56,"rime",18
"position","jeev and dex",5,"s0739",56,"rime",1
"position","pif and moke",5,"s0739",56,"rime",2
"position","tetchee and kaisee",3,"s0739",56,"rime",3
"familiar","calo and wug",5,"s0739",56,"rime",4
"cross","kaisee and moke",5,"s0739",56,"rime",5
"position","marfo and calo",5,"s0739",56,"rime",6
"familiar","tetchee and jeev",5,"s0739",56,"rime",7
"withheld","calo and moke",5,"s0739",56,"rime",8
"withheld","kaisee and dex",5,"s0739",56,"rime",9
"withheld","pawmo and thite",3,"s0739",56,"rime",10
"catch","press5",5,"s0739",56,"rime",11
"cross","zaygee and thite",3,"s0739",56,"rime",12
"familiar","pawmo and dex",5,"s0739",56,"rime",13
"withheld","zaygee and wug",4,"s0739",56,"rime",14
"cross","calo and dex",4,"s0739",56,"rime",15
"cross","pawmo and wug",5,"s0739",56,"rime",16
"familiar","marfo and pif",5,"s0739",56,"rime",17
"catch","press4",4,"s0739",56,"rime",18
"cross","hamster and wug",1,"s0740",56,"3/3",1
"withheld","bus and pif",1,"s0740",56,"3/3",2
"position","thite and jiv",1,"s0740",56,"3/3",3
"catch","press4",4,"s0740",56,"3/3",4
"position","truck and bus",1,"s0740",56,"3/3",5
"cross","car and dex",1,"s0740",56,"3/3",6
"familiar","dog and thite",5,"s0740",56,"3/3",7
"withheld","cat and jiv",2,"s0740",56,"3/3",8
"familiar","hamster and pif",2,"s0740",56,"3/3",9
