"type","string","response","subj","exposures","coherence","trial"
"cross","vap and wug",3,"s0125",392,"0/3",12
"familiar","feeb and thite",1,"s0125",392,"0/3",13
"position","jiv and pif",5,"s0125",392,"0/3",14
"catch","press5",5,"s0125",392,"0/3",15
"cross","bim and thite",3,"s0125",392,"0/3",16
"position","lup and feeb",1,"s0125",392,"0/3",17
"withheld","vap and thite",4,"s0125",392,"0/3",18
"cross","hamster and dex",1,"s0126",196,"3/3",1
"cross","car and pif",1,"s0126",196,"3/3",2
"withheld","bus and dex",5,"s0126",196,"3/3",3
"familiar","hamster and moke",1,"s0126",196,"3/3",4
"familiar","cat and jiv",5,"s0126",196,"3/3",5
"cross","dog and moke",1,"s0126",196,"3/3",6
"familiar","truck and thite",5,"s0126",196,"3/3",7
"cross","bus and wug",1,"s0126",196,"3/3",8
"withheld","hamster and wug",5,"s0126",196,"3/3",9
"familiar","dog and dex",2,"s0126",196,"3/3",10
"position","jiv and wug",2,"s0126",196,"3/3",11
"withheld","car and moke",5,"s0126",196,"3/3",12
"position","cat and hamster",1,"s0126",196,"3/3",13
"withheld","dog and pif",4,"s0126",196,"3/3",14
"position","truck and bus",1,"s0126",196,"3/3",15
"position","thite and dex",2,"s0126",196,"3/3",16
"cross","bim and pif",4,"s0127",196,"0/3",1
"cross","vap and wug",5,"s0127",196,"0/3",2
"familiar","feeb and pif",5,"s0127",196,"0/3",3
"familiar","lup and jiv",2,"s0127",196,"0/3",4
"position","zabe and vap",5,"s0127",196,"0/3",5
"catch","press5",5,"s0127",196,"0/3",6
"familiar","zabe and thite",5,"s0127",196,"0/3",7
"cross","feeb and moke",5,"s0127",196,"0/3",8
"withheld","chuv and pif",2,"s0127",196,"0/3",9
"withheld","bim and dex",5,"s0127",196,"0/3",10
"withheld","vap and moke",5,"s0127",196,"0/3",11
"withheld","feeb and wug",5,"s0127",196,"0/3",12
"position","thite and moke",5,"s0127",196,"0/3",13
"position","lup and feeb",2,"s0127",196,"0/3",14
"familiar","bim and moke",4,"s0127",196,"0/3",15
"position","jiv and wug",5,"s0127",196,"0/3",16
"catch","press4",4,"s0127",196,"0/3",17
"cross","chuv and dex",3,"s0127",196,"0/3",18
"cross","hamster tezz moke",3,"s0128",126,"nonce.connective",1
"position","truck tezz car",5,"s0128",126,"nonce.connective",2
"familiar","cat tezz moke",4,"s0128",126,"nonce.connective",3
"withheld","hamster tezz pif",3,"s0128",126,"nonce.connective",4
"position","jeev tezz moke",2,"s0128",126,"nonce.connective",5
"withheld","bus tezz wug",4,"s0128",126,"nonce.connective",6
"withheld","cat tezz thite",3,"s0128",126,"nonce.connective",7
"withheld","car tezz moke",4,"s0128",126,"nonce.connective",8
"catch","press4",4,"s0128",126,"nonce.connective",9
"position","dex tezz pif",3,"s0128",126,"nonce.connective",10
"catch","press5",5,"s0128",126,"nonce.connective",11
"familiar","truck tezz jeev",3,"s0128",126,"nonce.connective",12
"position","dog tezz hamster",3,"s0128",126,"nonce.connective",13
"cross","car tezz pif",4,"s0128",126,"nonce.connective",14
"cross","bus tezz thite",5,"s0128",126,"nonce.connective",15
"familiar","hamster tezz wug",3,"s0128",126,"nonce.connective",16
"cross","cat tezz wug",3,"s0128",126,"nonce.connective",17
"familiar","dog tezz dex",4,"s0128",126,"nonce.connective",18
"position","thite and pif",4,"s0129",56,"0/3",1
"cross","chuhv and moke",5,"s0129",56,"0/3",2
"position","dex and wug",4,"s0129",56,"0/3",3
"familiar","vaap and moke",3,"s0129",56,"0/3",4
"withheld","feeb and pif",3,"s0129",56,"0/3",5
"familiar","zayb and dex",2,"s0129",56,"0/3",6
"cross","vaap and pif",4,"s0129",56,"0/3",7
"catch","press5",5,"s0129",56,"0/3",8
"withheld","vaap and wug",3,"s0129",56,"0/3",9
"withheld","bem and moke",5,"s0129",56,"0/3",10
"withheld","chuhv and jeev",3,"s0129",56,"0/3",11
"catch","press4",4,"s0129",56,"0/3",12
"familiar","chuhv and pif",4,"s0129",56,"0/3",13
"cross","feeb and wug",3,"s0129",56,"0/3",14
"position","zayb and vaap",3,"s0129",56,"0/3",15
"position","loach and feeb",4,"s0129",56,"0/3",16
"cross","bem and jeev",3,"s0129",56,"0/3",17
"familiar","loach and thite",5,"s0129",56,"0/3",18
"cross","dog and wug",2,"s0130",392,"2/3",1
"withheld","feeb and thite",2,"s0130",392,"2/3",2
"catch","press5",5,"s0130",392,"2/3",3
"cross","truck and thite",2,"s0130",392,"2/3",4
"catch","press4",4,"s0130",392,"2/3",5
"position","moke and dex",5,"s0130",392,"2/3",6
"withheld","dog and pif",2,"s0130",392,"2/3",7
"position","jiv and thite",4,"s0130",392,"2/3",8
"familiar","feeb and wug",4,"s0130",392,"2/3",9
"position","car and truck",5,"s0130",392,"2/3",10
"withheld","zabe and wug",4,"s0130",392,"2/3",11
"cross","feeb and dex",4,"s0130",392,"2/3",12
"familiar","car and moke",5,"s0130",392,"2/3",13
"withheld","truck and dex",4,"s0130",392,"2/3",14
"position","hamster and feeb",5,"s0130",392,"2/3",15
"familiar","dog and dex",3,"s0130",392,"2/3",16
"familiar","hamster and jiv",5,"s0130",392,"2/3",17
"cross","zabe and pif",5,"s0130",392,"2/3",18
"position","rain and shelf",5,"s0131",392,"semantic.baseline",1
"position","pif and jiv",5,"s0131",392,"semantic.baseline",2
"withheld","shelf and wug",3,"s0131",392,"semantic.baseline",3
"position","glove and leash",3,"s0131",392,"semantic.baseline",4
"familiar","card and jiv",5,"s0131",392,"semantic.baseline",5
"cross","leash and wug",5,"s0131",392,"semantic.baseline",6
"catch","press5",5,"s0131",392,"semantic.baseline",7
"cross","ball and moke",3,"s0131",392,"semantic.baseline",8
"withheld","leash and jiv",4,"s0131",392,"semantic.baseline",9
"familiar","rain and thite",4,"s0131",392,"semantic.baseline",10
"withheld","ball and dex",2,"s0131",392,"semantic.baseline",11
"withheld","card and moke",3,"s0131",392,"semantic.baseline",12
"cross","shelf and jiv",3,"s0131",392,"semantic.baseline",13
"cross","card and dex",4,"s0131",392,"semantic.baseline",14
"familiar","glove and pif",4,"s0131",392,"semantic.baseline",15
"catch","press4",4,"s0131",392,"semantic.baseline",16
"position","thite and wug",3,"s0131",392,"semantic.baseline",17
"familiar","shelf and dex",3,"s0131",392,"semantic.baseline",18
"withheld","car and pif",2,"s0132",196,"3/3",1
"familiar","dog and jeev",1,"s0132",196,"3/3",2
"position","dex and pif",1,"s0132",196,"3/3",3
"catch","press4",4,"s0132",196,"3/3",4
"withheld","dog and thite",4,"s0132",196,"3/3",5
"cross","cat and jeev",1,"s0132",196,"3/3",6
"position","wug and thite",1,"s0132",196,"3/3",7
"catch","press5",5,"s0132",196,"3/3",8
"cross","truck and moke",1,"s0132",196,"3/3",9
"position","hamster and dog",1,"s0132",196,"3/3",10
"cross","dog and pif",1,"s0132",196,"3/3",11
"position","bus and car",1,"s0132",196,"3/3",12
"familiar","cat and pif",1,"s0132",196,"3/3",13
"familiar","bus and dex",4,"s0132",196,"3/3",14
"cross","car and thite",1,"s0132",196,"3/3",15
"withheld","cat and moke",5,"s0132",196,"3/3",16
"withheld","truck and jeev",4,"s0132",196,"3/3",17
"familiar","hamster and wug",5,"s0132",196,"3/3",18
"withheld","loach and moke",4,"s0133",56,"0/3",1
"cross","zayb and pif",5,"s0133",56,"0/3",2
"position","wug and moke",2,"s0133",56,"0/3",3
"familiar","chuhv and pif",4,"s0133",56,"0/3",4
"familiar","vaap and thite",1,"s0133",56,"0/3",5
"withheld","feeb and pif",3,"s0133",56,"0/3",6
"cross","chuhv and moke",5,"s0133",56,"0/3",7
"position","bem and loach",3,"s0133",56,"0/3",8
"position","vaap and chuhv",4,"s0133",56,"0/3",9
"cross","loach and dex",3,"s0133",56,"0/3",10
"familiar","bem and wug",5,"s0133",56,"0/3",11
"cross","feeb and jeev",1,"s0133",56,"0/3",12
"catch","press5",5,"s0133",56,"0/3",13
"catch","press4",4,"s0133",56,"0/3",14
"familiar","zayb and moke",4,"s0133",56,"0/3",15
"position","thite and dex",2,"s0133",56,"0/3",16
"withheld","zayb and jeev",3,"s0133",56,"0/3",17
"withheld","chuhv and dex",5,"s0133",56,"0/3",18
"cross","rudge and pif",4,"s0134",126,"onset",1
"position","dex and moke",5,"s0134",126,"onset",2
"familiar","rudge and wug",4,"s0134",126,"onset",3
"withheld","zof and pif",2,"s0134",126,"onset",4
"position","ruck and rull",2,"s0134",126,"onset",5
"cross","rull and wug",1,"s0134",126,"onset",6
"familiar","zabe and thite",4,"s0134",126,"onset",7
"familiar","rull and pif",5,"s0134",126,"onset",8
"catch","press5",5,"s0134",126,"onset",9
"withheld","rull and moke",4,"s0134",126,"onset",10
"catch","press4",4,"s0134",126,"onset",11
"cross","zerm and moke",3,"s0134",126,"onset",12
"familiar","ruck and dex",5,"s0134",126,"onset",13
"position","thite and wug",1,"s0134",126,"onset",14
"position","zabe and zerm",4,"s0134",126,"onset",15
"cross","zof and jiv",5,"s0134",126,"onset",16
"withheld","zerm and wug",3,"s0134",126,"onset",17
"withheld","rudge and jiv",5,"s0134",126,"onset",18
"position","thite and pif",5,"s0135",196,"2/3",1
"position","dog and feeb",5,"s0135",196,"2/3",2
"withheld","car and pif",5,"s0135",196,"2/3",3
"cross","cat and moke",1,"s0135",196,"2/3",4
"cross","vap and wug",1,"s0135",196,"2/3",5
"familiar","feeb and moke",1,"s0135",196,"2/3",6
"familiar","cat and pif",1,"s0135",196,"2/3",7
"position","jiv and dex",5,"s0135",196,"2/3",8
"withheld","vap and moke",4,"s0135",196,"2/3",9
"catch","press5",5,"s0135",196,"2/3",10
"withheld","cat and wug",5,"s0135",196,"2/3",11
"withheld","feeb and dex",1,"s0135",196,"2/3",12
"position","bus and car",1,"s0135",196,"2/3",13
"cross","feeb and pif",1,"s0135",196,"2/3",14
"catch","press4",4,"s0135",196,"2/3",15
"cross","car and dex",1,"s0135",196,"2/3",16
"familiar","dog and jiv",5,"s0135",196,"2/3",17
"familiar","bus and thite",5,"s0135",196,"2/3",18
"familiar","vap and pif",5,"s0136",126,"0/3",1
"withheld","zabe and wug",3,"s0136",126,"0/3",2
"cross","lup and jiv",5,"s0136",126,"0/3",3
"position","vap and zabe",1,"s0136",126,"0/3",4
"position","pif and wug",4,"s0136",126,"0/3",5
"familiar","feeb and dex",5,"s0136",126,"0/3",6
"familiar","lup and wug",4,"s0136",126,"0/3",7
"familiar","bim and jiv",1,"s0136",126,"0/3",8
"withheld","lup and thite",5,"s0136",126,"0/3",9
"withheld","chuv and jiv",5,"s0136",126,"0/3",10
"withheld","bim and moke",1,"s0136",126,"0/3",11
"cross","chuv and thite",4,"s0136",126,"0/3",12
"position","dex and moke",4,"s0136",126,"0/3",13
"cross","bim and wug",1,"s0136",126,"0/3",14
"catch","press5",5,"s0136",126,"0/3",15
"catch","press4",4,"s0136",126,"0/3",16
"position","feeb and bim",1,"s0136",126,"0/3",17
"cross","zabe and moke",5,"s0136",126,"0/3",18
"cross","bus and moke",4,"s0137",56,"3/3",1
"cross","cat and pif",4,"s0137",56,"3/3",2
"position","dex and moke",4,"s0137",56,"3/3",3
"familiar","truck and thite",5,"s0137",56,"3/3",4
"familiar","cat and wug",1,"s0137",56,"3/3",5
"withheld","dog and moke",5,"s0137",56,"3/3",6
"withheld","cat and jiv",3,"s0137",56,"3/3",7
"position","thite and wug",2,"s0137",56,"3/3",8
"familiar","hamster and dex",5,"s0137",56,"3/3",9
"cross","dog and wug",1,"s0137",56,"3/3",10
"familiar","dog and pif",4,"s0137",56,"3/3",11
"withheld","bus and wug",3,"s0137",56,"3/3",12
"withheld","car and pif",4,"s0137",56,"3/3",13
"position","truck and bus",1,"s0137",56,"3/3",14
"cross","car and jiv",4,"s0137",56,"3/3",15
"position","hamster and dog",2,"s0137",56,"3/3",16
"cross","truck tezz thite",1,"s0138",196,"nonce.connective",1
"familiar","hamster tezz moke",1,"s0138",196,"nonce.connective",2
"familiar","bus tezz jeev",5,"s0138",196,"nonce.connective",3
"familiar","dog tezz pif",5,"s0138",196,"nonce.connective",4
"position","jeev tezz wug",1,"s0138",196,"nonce.connective",5
"catch","press5",5,"s0138",196,"nonce.connective",6
"withheld","hamster tezz dex",2,"s0138",196,"nonce.connective",7
"position","pif tezz dex",1,"s0138",196,"nonce.connective",8
"withheld","cat tezz thite",5,"s0138",196,"nonce.connective",9
"withheld","car tezz wug",5,"s0138",196,"nonce.connective",10
"cross","cat tezz moke",1,"s0138",196,"nonce.connective",11
"familiar","cat tezz wug",1,"s0138",196,"nonce.connective",12
"position","dog tezz hamster",1,"s0138",196,"nonce.connective",13
"position","bus tezz car",1,"s0138",196,"nonce.connective",14
"cross","hamster tezz wug",1,"s0138",196,"nonce.connective",15
"catch","press4",4,"s0138",196,"nonce.connective",16
"withheld","truck tezz moke",5,"s0138",196,"nonce.connective",17
"cross","car tezz dex",2,"s0138",196,"nonce.connective",18
"familiar","lup and thite",4,"s0139",392,"0/3",1
"withheld","zabe and jiv",2,"s0139",392,"0/3",2
"position","chuv and vap",5,"s0139",392,"0/3",3
"familiar","bim and jiv",4,"s0139",392,"0/3",4
"cross","vap and pif",5,"s0139",392,"0/3",5
"cross","lup and jiv",3,"s0139",392,"0/3",6
"catch","press5",5,"s0139",392,"0/3",7
"position","wug and pif",4,"s0139",392,"0/3",8
"withheld","vap and thite",4,"s0139",392,"0/3",9
"familiar","chuv and moke",5,"s0139",392,"0/3",10
"position","moke and thite",5,"s0139",392,"0/3",11
"withheld","bim and pif",5,"s0139",392,"0/3",12
"familiar","feeb and wug",2,"s0139",392,"0/3",13
"catch","press4",4,"s0139",392,"0/3",14
"cross","zabe and dex",5,"s0139",392,"0/3",15
"position","feeb and bim",4,"s0139",392,"0/3",16
"withheld","lup and dex",4,"s0139",392,"0/3",17
"cross","bim and thite",5,"s0139",392,"0/3",18
"withheld","dog and jiv",5,"s0140",126,"2/3",1
"position","zabe and bus",1,"s0140",126,"2/3",2
"familiar","dog and dex",4,"s0140",126,"2/3",3
"withheld","bim and wug",5,"s0140",126,"2/3",4
"withheld","bus and dex",4,"s0140",126,"2/3",5
"familiar","zabe and moke",3,"s0140",126,"2/3",6
"position","pif and wug",4,"s0140",126,"2/3",7
"position","moke and dex",4,"s0140",126,"2/3",8
"catch","press4",4,"s0140",126,"2/3",9
"familiar","bim and thite",4,"s0140",126,"2/3",10
"catch","press5",5,"s0140",126,"2/3",11
"withheld","truck and thite",4,"s0140",126,"2/3",12
"position","hamster and bim",3,"s0140",126,"2/3",13
"cross","bus and wug",4,"s0140",126,"2/3",14
"familiar","hamster and pif",3,"s0140",126,"2/3",15
"cross","bim and dex",4,"s0140",126,"2/3",16
"cross","truck and jiv",4,"s0140",126,"2/3",17
"cross","dog and thite",4,"s0140",126,"2/3",18
"catch","press4",4,"s0141",56,"nonce.connective",1
"position","wug tezz pif",1,"s0141",56,"nonce.connective",2
"cross","dog tezz jeev",1,"s0141",56,"nonce.connective",3
"withheld","truck tezz thite",3,"s0141",56,"nonce.connective",4
"familiar","hamster tezz jeev",2,"s0141",56,"nonce.connective",5
"position","dex tezz thite",1,"s0141",56,"nonce.connective",6
"withheld","bus tezz jeev",4,"s0141",56,"nonce.connective",7
"withheld","hamster tezz pif",4,"s0141",56,"nonce.connective",8
"withheld","dog tezz moke",4,"s0141",56,"nonce.connective",9
"position","cat tezz hamster",1,"s0141",56,"nonce.connective",10
"catch","press5",5,"s0141",56,"nonce.connective",11
"cross","bus tezz moke",2,"s0141",56,"nonce.connective",12
"cross","truck tezz pif",2,"s0141",56,"nonce.connective",13
"familiar","dog tezz thite",2,"s0141",56,"nonce.connective",14
"familiar","car tezz dex",4,"s0141",56,"nonce.connective",15
"cross","hamster tezz thite",3,"s0141",56,"nonce.connective",16
"familiar","cat tezz wug",4,"s0141",56,"nonce.connective",17
"position","car tezz truck",1,"s0141",56,"nonce.connective",18
"withheld","marfo and jeev",5,"s0142",196,"rime",1
"familiar","pawmo and pif",4,"s0142",196,"rime",2
"cross","kaisee and jeev",4,"s0142",196,"rime",3
"position","pawmo and marfo",3,"s0142",196,"rime",4
"position","wug and moke",2,"s0142",196,"rime",5
"cross","zaygee and dex",1,"s0142",196,"rime",6
"catch","press4",4,"s0142",196,"rime",7
"position","pif and jeev",4,"s0142",196,"rime",8
"cross","marfo and moke",1,"s0142",196,"rime",9
"withheld","kaisee and moke",1,"s0142",196,"rime",10
"cross","calo and thite",2,"s0142",196,"rime",11
"familiar","marfo and thite",2,"s0142",196,"rime",12
"withheld","calo and dex",3,"s0142",196,"rime",13
"catch","press5",5,"s0142",196,"rime",14
"position","tetchee and kaisee",3,"s0142",196,"rime",15
"withheld","zaygee and thite",1,"s0142",196,"rime",16
"familiar","tetchee and wug",1,"s0142",196,"rime",17
"familiar","calo and moke",3,"s0142",196,"rime",18
"withheld","bus and pif",1,"s0143",392,"2/3",1
"withheld","truck and jiv",5,"s0143",392,"2/3",2
"cross","hamster and pif",3,"s0143",392,"2/3",3
"familiar","zabe and dex",5,"s0143",392,"2/3",4
"position","wug and moke",5,"s0143",392,"2/3",5
"catch","press4",4,"s0143",392,"2/3",6
"cross","truck and moke",5,"s0143",392,"2/3",7
"familiar","lup and pif",5,"s0143",392,"2/3",8
"familiar","hamster and jiv",1,"s0143",392,"2/3",9
"withheld","lup and moke",5,"s0143",392,"2/3",10
"cross","bus and thite",5,"s0143",392,"2/3",11
"cross","lup and jiv",2,"s0143",392,"2/3",12
"catch","press5",5,"s0143",392,"2/3",13
"position","cat and lup",5,"s0143",392,"2/3",14
"position","zabe and truck",4,"s0143",392,"2/3",15
"position","dex and jiv",5,"s0143",392,"2/3",16
"familiar","cat and wug",5,"s0143",392,"2/3",17
"withheld","hamster and thite",2,"s0143",392,"2/3",18
"familiar","calo and thite",5,"s0144",196,"rime",1
"familiar","pawmo and pif",5,"s0144",196,"rime",2
"withheld","calo and jeev",5,"s0144",196,"rime",3
"familiar","tetchee and dex",5,"s0144",196,"rime",4
"cross","calo and pif",5,"s0144",196,"rime",5
"cross","kaisee and jeev",1,"s0144",196,"rime",6
"withheld","zaygee and thite",4,"s0144",196,"rime",7
"position","marfo and pawmo",5,"s0144",196,"rime",8
"withheld","kaisee and pif",5,"s0144",196,"rime",9
"position","wug and moke",1,"s0144",196,"rime",10
"withheld","pawmo and moke",5,"s0144",196,"rime",11
"catch","press4",4,"s0144",196,"rime",12
"position","tetchee and zaygee",3,"s0144",196,"rime",13
"position","dex and thite",1,"s0144",196,"rime",14
"cross","zaygee and moke",5,"s0144",196,"rime",15
"familiar","marfo and wug",5,"s0144",196,"rime",16
"catch","press5",5,"s0144",196,"rime",17
"cross","pawmo and thite",5,"s0144",196,"rime",18
"withheld","feeb and dex",4,"s0145",196,"0/3",1
"position","thite and pif",4,"s0145",196,"0/3",2
"cross","chuhv and moke",3,"s0145",196,"0/3",3
"position","bem and feeb",2,"s0145",196,"0/3",4
"position","wug and dex",4,"s0145",196,"0/3",5
"cross","feeb and pif",3,"s0145",196,"0/3",6
"familiar","vaap and thite",5,"s0145",196,"0/3",7
"cross","zayb and dex",4,"s0145",196,"0/3",8
"withheld","zayb and pif",4,"s0145",196,"0/3",9
"familiar","bem and wug",4,"s0145",196,"0/3",10
"familiar","chuhv and dex",3,"s0145",196,"0/3",11
"position","vaap and zayb",5,"s0145",196,"0/3",12
"withheld","chuhv and jeev",4,"s0145",196,"0/3",13
"familiar","zayb and moke",3,"s0145",196,"0/3",14
"catch","press5",5,"s0145",196,"0/3",15
"cross","loach and jeev",4,"s0145",196,"0/3",16
"catch","press4",4,"s0145",196,"0/3",17
"withheld","loach and moke",4,"s0145",196,"0/3",18
"withheld","jic and jeev",4,"s0146",56,"syllables",1
"familiar","kaisey and dex",3,"s0146",56,"syllables",2
"familiar","coomo and jeev",5,"s0146",56,"syllables",3
"position","moke and pif",5,"s0146",56,"syllables",4
"withheld","coomo and thite",5,"s0146",56,"syllables",5
"position","skeege and gope",1,"s0146",56,"syllables",6
"cross","coomo and pif",4,"s0146",56,"syllables",7
"cross","jic and wug",2,"s0146",56,"syllables",8
"cross","gope and thite",4,"s0146",56,"syllables",9
"familiar","skeege and moke",5,"s0146",56,"syllables",10
"familiar","fengle and pif",3,"s0146",56,"syllables",11
"position","kaisey and coomo",4,"s0146",56,"syllables",12
"catch","press5",5,"s0146",56,"syllables",13
"position","dex and thite",5,"s0146",56,"syllables",14
"catch","press4",4,"s0146",56,"syllables",15
"withheld","fengle and wug",3,"s0146",56,"syllables",16
"withheld","gope and pif",2,"s0146",56,"syllables",17
"cross","fengle and jeev",5,"s0146",56,"syllables",18
"position","dex and pif",2,"s0147",392,"0/3",1
"position","bim and lup",4,"s0147",392,"0/3",2
"withheld","vap and jiv",4,"s0147",392,"0/3",3
"withheld","feeb and wug",2,"s0147",392,"0/3",4
"familiar","lup and moke",3,"s0147",392,"0/3",5
"familiar","bim and dex",5,"s0147",392,"0/3",6
"catch","press4",4,"s0147",392,"0/3",7
"cross","feeb and moke",4,"s0147",392,"0/3",8
"withheld","lup and pif",2,"s0147",392,"0/3",9
"withheld","chuv and moke",4,"s0147",392,"0/3",10
"familiar","feeb and jiv",1,"s0147",392,"0/3",11
"cross","chuv and wug",3,"s0147",392,"0/3",12
"position","thite and jiv",3,"s0147",392,"0/3",13
"position","zabe and vap",2,"s0147",392,"0/3",14
"catch","press5",5,"s0147",392,"0/3",15
"cross","lup and jiv",2,"s0147",392,"0/3",16
"cross","vap and pif",3,"s0147",392,"0/3",17
"familiar","zabe and thite",3,"s0147",392,"0/3",18
"cross","lup and moke",2,"s0148",392,"0/3",1
"withheld","vap and jiv",4,"s0148",392,"0/3",2
"familiar","feeb and moke",4,"s0148",392,"0/3",3
"familiar","lup and jiv",4,"s0148",392,"0/3",4
"withheld","zabe and moke",2,"s0148",392,"0/3",5
"position","pif and dex",5,"s0148",392,"0/3",6
"position","chuv and zabe",4,"s0148",392,"0/3",7
"cross","feeb and jiv",3,"s0148",392,"0/3",8
"familiar","bim and pif",2,"s0148",392,"0/3",9
"cross","zabe and dex",4,"s0148",392,"0/3",10
"cross","vap and thite",3,"s0148",392,"0/3",11
"catch","press4",4,"s0148",392,"0/3",12
"position","bim and lup",3,"s0148",392,"0/3",13
"familiar","chuv and wug",4,"s0148",392,"0/3",14
"withheld","feeb and thite",4,"s0148",392,"0/3",15
"withheld","lup and dex",5,"s0148",392,"0/3",16
"catch","press5",5,"s0148",392,"0/3",17
"position","wug and moke",2,"s0148",392,"0/3",18
"withheld","car and thite",4,"s0149",196,"1/3",1
"position","wug and moke",4,"s0149",196,"1/3",2
"withheld","feeb and pif",4,"s0149",196,"1/3",3
"withheld","chuv and moke",5,"s0149",196,"1/3",4
"catch","press5",1,"s0149",196,"1/3",5
"familiar","feeb and thite",2,"s0149",196,"1/3",6
"familiar","hamster and moke",3,"s0149",196,"1/3",7
"position","lup and feeb",5,"s0149",196,"1/3",8
"withheld","hamster and dex",5,"s0149",196,"1/3",9
"cross","feeb and moke",4,"s0149",196,"1/3",10
"cross","chuv and pif",5,"s0149",196,"1/3",11
"catch","press4",1,"s0149",196,"1/3",12
"familiar","vap and wug",3,"s0149",196,"1/3",13
"familiar","lup and jiv",1,"s0149",196,"1/3",14
"position","vap and chuv",3,"s0149",196,"1/3",15
"position","jiv and pif",5,"s0149",196,"1/3",16
"cross","car and dex",5,"s0149",196,"1/3",17
"cross","hamster and thite",3,"s0149",196,"1/3",18
"withheld","tetchee and wug",2,"s0150",56,"rime",1
"cross","calo and dex",3,"s0150",56,"rime",2
"familiar","pawmo and pif",5,"s0150",56,"rime",3
"cross","marfo and wug",4,"s0150",56,"rime",4
"familiar","kaisee and thite",4,"s0150",56,"rime",5
"familiar","calo and wug",3,"s0150",56,"rime",6
"catch","press5",5,"s0150",56,"rime",7
"position","thite and dex",3,"s0150",56,"rime",8
"withheld","marfo and moke",5,"s0150",56,"rime",9
"position","kaisee and zaygee",2,"s0150",56,"rime",10
"position","pif and jeev",2,"s0150",56,"rime",11
"withheld","calo and jeev",3,"s0150",56,"rime",12
"familiar","marfo and dex",4,"s0150",56,"rime",13
"cross","tetchee and moke",4,"s0150",56,"rime",14
"withheld","zaygee and dex",4,"s0150",56,"rime",15
"position","pawmo and calo",2,"s0150",56,"rime",16
"cross","zaygee and jeev",3,"s0150",56,"rime",17
"catch","press4",4,"s0150",56,"rime",18
"position","leash and shelf",1,"s0151",392,"semantic.baseline",1
"cross","rain and dex",5,"s0151",392,"semantic.baseline",2
"familiar","ball and jiv",1,"s0151",392,"semantic.baseline",3
"withheld","card and pif",5,"s0151",392,"semantic.baseline",4
"catch","press4",1,"s0151",392,"semantic.baseline",5
"withheld","shelf and dex",5,"s0151",392,"semantic.baseline",6
"withheld","rain and thite",5,"s0151",392,"semantic.baseline",7
"position","wug and dex",1,"s0151",392,"semantic.baseline",8
"cross","card and moke",5,"s0151",392,"semantic.baseline",9
"catch","press5",1,"s0151",392,"semantic.baseline",10
"familiar","leash and wug",5,"s0151",392,"semantic.baseline",11
"withheld","glove and moke",5,"s0151",392,"semantic.baseline",12
"cross","shelf and thite",5,"s0151",392,"semantic.baseline",13
"familiar","rain and moke",5,"s0151",392,"semantic.baseline",14
"cross","glove and pif",5,"s0151",392,"semantic.baseline",15
"familiar","card and dex",5,"s0151",392,"semantic.baseline",16
"position","jiv and thite",1,"s0151",392,"semantic.baseline",17
"position","ball and rain",1,"s0151",392,"semantic.baseline",18
"familiar","dog tezz moke",3,"s0152",196,"nonce.connective",1
"position","car tezz bus",1,"s0152",196,"nonce.connective",2
"cross","truck tezz dex",1,"s0152",196,"nonce.connective",3
"withheld","bus tezz moke",5,"s0152",196,"nonce.connective",4
"familiar","hamster tezz jeev",5,"s0152",196,"nonce.connective",5
"withheld","cat tezz wug",5,"s0152",196,"nonce.connective",6
"catch","press4",4,"s0152",196,"nonce.connective",7
"familiar","cat tezz thite",1,"s0152",196,"nonce.connective",8
"withheld","dog tezz dex",5,"s0152",196,"nonce.connective",9
"position","hamster tezz cat",1,"s0152",196,"nonce.connective",10
"position","jeev tezz wug",1,"s0152",196,"nonce.connective",11
"cross","cat tezz moke",3,"s0152",196,"nonce.connective",12
"familiar","car tezz pif",5,"s0152",196,"nonce.connective",13
"catch","press5",5,"s0152",196,"nonce.connective",14
"withheld","truck tezz thite",5,"s0152",196,"nonce.connective",15
"position","pif tezz moke",1,"s0152",196,"nonce.connective",16
"cross","bus tezz wug",1,"s0152",196,"nonce.connective",17
"cross","dog tezz thite",1,"s0152",196,"nonce.connective",18
"position","dex and wug",5,"s0153",56,"1/3",1
"cross","vap and pif",4,"s0153",56,"1/3",2
"familiar","cat and jiv",2,"s0153",56,"1/3",3
"familiar","bim and moke",3,"s0153",56,"1/3",4
"familiar","bus and thite",4,"s0153",56,"1/3",5
"position","feeb and bim",1,"s0153",56,"1/3",6
"cross","cat and moke",2,"s0153",56,"1/3",7
"catch","press4",4,"s0153",56,"1/3",8
"withheld","vap and moke",5,"s0153",56,"1/3",9
"position","bus and zabe",3,"s0153",56,"1/3",10
"withheld","bim and wug",4,"s0153",56,"1/3",11
"cross","bim and jiv",3,"s0153",56,"1/3",12
"withheld","cat and pif",5,"s0153",56,"1/3",13
"cross","zabe and wug",2,"s0153",56,"1/3",14
"position","thite and jiv",3,"s0153",56,"1/3",15
"catch","press5",5,"s0153",56,"1/3",16
"withheld","zabe and jiv",1,"s0153",56,"1/3",17
"familiar","feeb and dex",4,"s0153",56,"1/3",18
"cross","vap and wug",5,"s0154",126,"1/3",1
"position","truck and chuv",1,"s0154",126,"1/3",2
"cross","cat and pif",1,"s0154",126,"1/3",3
"withheld","feeb and wug",5,"s0154",126,"1/3",4
"cross","chuv and moke",5,"s0154",126,"1/3",5
